掉落ID	最小等级	最大等级	随机方式	掉落层级	子掉落1ID	子掉落1数量区间	子掉落1权重	子掉落2ID	子掉落2数量区间	子掉落2权重	子掉落3ID	子掉落3数量区间	子掉落3权重	子掉落4ID	子掉落4数量区间	子掉落4权重	子掉落5ID	子掉落5数量区间	子掉落5权重	子掉落6ID	子掉落6数量区间	子掉落6权重	子掉落7ID	子掉落7数量区间	子掉落7权重	子掉落8ID	子掉落8数量区间	子掉落8权重	子掉落9ID	子掉落9数量区间	子掉落9权重	子掉落10ID	子掉落10数量区间	子掉落10权重	子掉落11ID	子掉落11数量区间	子掉落11权重	子掉落12ID	子掉落12数量区间	子掉落12权重	子掉落13ID	子掉落13数量区间	子掉落13权重	子掉落14ID	子掉落14数量区间	子掉落14权重	子掉落15ID	子掉落15数量区间	子掉落15权重	子掉落16ID	子掉落16数量区间	子掉落16权重	子掉落17ID	子掉落17数量区间	子掉落17权重	子掉落18ID	子掉落18数量区间	子掉落18权重	子掉落19ID	子掉落19数量区间	子掉落19权重	子掉落20ID	子掉落20数量区间	子掉落20权重	子掉落21ID	子掉落21数量区间	子掉落21权重	子掉落22ID	子掉落22数量区间	子掉落22权重	子掉落23ID	子掉落23数量区间	子掉落23权重	子掉落24ID	子掉落24数量区间	子掉落24权重	子掉落25ID	子掉落25数量区间	子掉落25权重	节点类型	是否掉落地面	产出来源类型	每日产出次数上限	历史产出次数上限	活动产出次数上限
527911			0	1	79311	1	1000	79321	1	1000	79331	1	1000	79341	1	1000	79351	1	1000																																																													0					
527912			0	1	79312	1	1000	79322	1	1000	79332	1	1000	79342	1	1000	79352	1	1000																																																													0					
527913			0	1	79313	1	1000	79323	1	1000	79333	1	1000	79343	1	1000	79353	1	1000																																																													0					
527914			0	1	79314	1	1000	79324	1	1000	79334	1	1000	79344	1	1000	79354	1	1000																																																													0					
527915			0	1	79410	1	1000	79420	1	1000	79430	1	1000	79440	1	1000	79450	1	1000																																																													0					
527916			0	1	79411	1	1000	79421	1	1000	79431	1	1000	79441	1	1000	79451	1	1000																																																													0					
527917			0	1	79412	1	1000	79422	1	1000	79432	1	1000	79442	1	1000	79452	1	1000																																																													0					
527918			0	1	79413	1	1000	79423	1	1000	79433	1	1000	79443	1	1000	79453	1	1000																																																													0					
527919			0	1	79414	1	1000	79424	1	1000	79434	1	1000	79444	1	1000	79454	1	1000																																																													0					
527920			0	1	79510	1	1000	79520	1	1000	79530	1	1000	79540	1	1000	79550	1	1000																																																													0					
527921			0	1	79511	1	1000	79521	1	1000	79531	1	1000	79541	1	1000	79551	1	1000																																																													0					
527922			0	1	79512	1	1000	79522	1	1000	79532	1	1000	79542	1	1000	79552	1	1000																																																													0					
527923			0	1	79513	1	1000	79523	1	1000	79533	1	1000	79543	1	1000	79553	1	1000																																																													0					
527924			0	1	79514	1	1000	79524	1	1000	79534	1	1000	79544	1	1000	79554	1	1000																																																													0					
527950			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527951			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527952			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527953			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527954			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527955			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527956			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527957			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527958			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527959			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527960			0	1	80310	1	1000	80320	1	1000	80330	1	1000	80340	1	1000	80350	1	1000																																																													0					
527961			0	1	80311	1	1000	80321	1	1000	80331	1	1000	80341	1	1000	80351	1	1000																																																													0					
527962			0	1	80312	1	1000	80322	1	1000	80332	1	1000	80342	1	1000	80352	1	1000																																																													0					
527963			0	1	80313	1	1000	80323	1	1000	80333	1	1000	80343	1	1000	80353	1	1000																																																													0					
527964			0	1	80314	1	1000	80324	1	1000	80334	1	1000	80344	1	1000	80354	1	1000																																																													0					
527965			0	1	80410	1	1000	80420	1	1000	80430	1	1000	80440	1	1000	80450	1	1000																																																													0					
527966			0	1	80411	1	1000	80421	1	1000	80431	1	1000	80441	1	1000	80451	1	1000																																																													0					
527967			0	1	80412	1	1000	80422	1	1000	80432	1	1000	80442	1	1000	80452	1	1000																																																													0					
527968			0	1	80413	1	1000	80423	1	1000	80433	1	1000	80443	1	1000	80453	1	1000																																																													0					
527969			0	1	80414	1	1000	80424	1	1000	80434	1	1000	80444	1	1000	80454	1	1000																																																													0					
527970			0	1	80510	1	1000	80520	1	1000	80530	1	1000	80540	1	1000	80550	1	1000																																																													0					
527971			0	1	80511	1	1000	80521	1	1000	80531	1	1000	80541	1	1000	80551	1	1000																																																													0					
527972			0	1	80512	1	1000	80522	1	1000	80532	1	1000	80542	1	1000	80552	1	1000																																																													0					
527973			0	1	80513	1	1000	80523	1	1000	80533	1	1000	80543	1	1000	80553	1	1000																																																													0					
527974			0	1	80514	1	1000	80524	1	1000	80534	1	1000	80544	1	1000	80554	1	1000																																																													0					
528000			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528001			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528002			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528003			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528004			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528005			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
528006			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
