ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]1参数4	[使用]1参数5	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	自动进包	是否分开掉落	饱食度参数	摧毁规则	摧毁返还道具	摧毁返还数量	组ID	强制获得提示
101628	2	1	10					任务道具	2			1																						
101629	2	1	10					任务道具	2			9																						
101630	2	1	10					任务道具	2			1																						
101631	2	1	10					任务道具	2			1																						
101632	2	1	10					任务道具	2			1																						
101633	2	1	10					任务道具	2			1																						
101634	2	1	10					任务道具	2			1																						
101635	2	1	10					任务道具	2			1															1							
101636	2	1	10					任务道具	2			1															1							
101637	2	1	10					任务道具	2			1															1							
101638	2	1	10					任务道具	2			1															1							
101639	2	1	10					任务道具	2			1															1							
101640	2	1	10					任务道具	2			1															1							
101641	2	1	10					任务道具	2			1															1							
101642	2	1	10					任务道具	2			9999																						
101643	2	1	10					任务道具	2			1														4								
101644	2	1	420011					任务道具	10			9999														3								
101645	2	0	10					任务道具	2			1																						
101648	2	0	10					任务道具	2			1																						
101649	2	0	10	71700224				任务道具	2			1															1							
101650	2	0	10					任务道具	2			10																						
101651	2	0	10					任务道具	2			10																						
101652	2	0	10					任务道具	2			10																						
101654	2	0	10					任务道具	2			1															1							
101655	2	0	10					任务道具	2			1															1							
101656	2	0	10					任务道具	2			9999																						
101657	2	0	10					任务道具	2			1														3	1							
101658	2	0	10					任务道具	2			1																						
101659	2	0	10					任务道具	2			1																						
101660	2	0	10	71700341				任务道具	2			1																						
101661	2	0	10					任务道具	2			1																						
101662	2	0	10					任务道具	2			1																						
101663	2	0	10					任务道具	2			1																						
101664	2	0	10	71700343				任务道具	2			1																						
101665	2	0	10					任务道具	2			1																						
101666	2	0	10					任务道具	2			1															1							
101667	2	0	10					任务道具	2			1															1							
101668	2	0	10					任务道具	2			1															1							
101669	2	0	10	70560005				任务道具	2			9999															1							
101670	2	1	10					任务道具	2			1																						
101671	2	1	10					任务道具	2			1																						
101672	2	0	10	71700342				任务道具	2			1																						
101673	2	0	10					任务道具	2			1																						
101674	2	0	10	71700340				任务道具	2			1																						
101675	2	1	10					任务道具	2			1																						
101676	2	1	10					任务道具	2			1																						
101677	2	1	10					任务道具	2			1																						
101678	2	1	10					任务道具	2			1																						
101679	2	0	10	71700349				任务道具	2			1																						
101680	2	0	10	71700350				任务道具	2			5		1			34	50037001								3							1036	
101681	2	0	10	71700351				任务道具	2			5		1			34	50037002								3							1036	
101682	2	0	10	71700352				任务道具	2			5		1			34	50037003								3							1036	
101683	2	0	10	71700353				任务道具	2			5		1			34	50037004								3							1036	
101684	2	0	10	71700354				任务道具	2			5		1			34	50037005								3							1036	
101685	2	1	10				1	任务道具	2			1																						
101686	2	1	10				1	任务道具	2			1																						
101687	2	1	10				1	任务道具	2			1																						
101688	2	1	10				1	任务道具	2			1																						
101689	2		10					任务道具	12			9999	9999	1	1	2	46	MichiaeMatsuriCrystalEnergy	50				20	212000002			1							
101690	2	1	10					任务道具	2			1																						
101691	2	1	10					任务道具	2			1														4								
101692	2		430041					任务道具	5			9999														3	1							1
101693	2		430041					任务道具	5			9999														4	1							1
101694	2	1	10					任务道具	2			1																						
101695	2	1	10					任务道具	2			1																						
101696	2	1	10					任务道具	2			1																						
101697	2	1	10					任务道具	2			1																						
101698	2	1	10				1	任务道具	2			1																						
101699	2	1	10				1	任务道具	2			1														4								
101700	2	1	5					任务道具	2			9999																						
101701	2	1	5					任务道具	2			9999																						
101702	2	1	5					任务道具	2			9999															1							
101703	2	1	10				1	任务道具	2			1																						
101704	2	1	10				1	任务道具	2			1																						
101706	2	1	10				1	任务道具	2			1																						
101707	2	1	10					任务道具	2			1															1							
101708	2	1	10					任务道具	2			1															1							
101709	2	1	10	70330195				任务道具	2			8																						
101710	2	1	20	70330129				任务道具	2			1																						
101711	2	1	20					任务道具	2			1																						
101712	2	1	20					任务道具	2			1																						
101713	2		10	70610018				任务道具	5			9999	9999	1	1	2	46	LightStoneEnergy	1							4		1						
101714	2	0	10					任务道具	5			9999														1	1							
101715	2	0	10					任务道具	37			9999														2	1							
101716	2	1	20					任务道具	2			1															1							
101717	2	1	10					任务道具	2			1															1							
101719	2	0	10					任务道具	37			9999														2	1							
101720	2	0	10					任务道具	37			9999														3	1							
101721	2	1	10					任务道具	2			1																						
101722	2	1	10					任务道具	2			1																						
101723	2	1	10					任务道具	2			1																						
101724	2	1	10					任务道具	2			1																						
101725	2	0	10					任务道具	2			1															1							
101726	2	0	10					任务道具	2			1															1							
101727	2	0	10					任务道具	2			1															1							
101728	2	0	10					任务道具	2			1															1							
101729	2	0	10					任务道具	2			1															1							
101730	2	0	10					任务道具	2			1															1							
101731	2	0	10					任务道具	2			1															1							
101732	2	0	10					任务道具	2			1															1							
101733	2	0	10					任务道具	2			1															1							
101734	2	1	10					任务道具	2			1																						
101735	2	1	10					任务道具	2			1																						
101736	2	1	10					任务道具	2			1																						
101737	2	0	10					任务道具	37			9999														3	1							
101738	2	0	10					任务道具	37			9999														3	1							
101739	2	0	10					任务道具	37			9999														3	1							
101740	2	0	10					任务道具	37			9999														3	1							
101741	2	0	10					任务道具	37			9999														1	1							
101742	2	0	10					任务道具	37			9999														1	1							
101743	2	0	10					任务道具	37			9999														2	1							
101744	2	0	10					任务道具	37			9999														4	1							
101745	2	0	10					任务道具	37			9999														2	1							
101746	2	0	10					任务道具	37			9999														3	1							
101747	2	0	10					任务道具	37			9999														2	1							
101748	2	0	10					任务道具	37			9999														1	1							
101749	2	0	10					任务道具	37			9999														2	1							
101750	2	0	10					任务道具	37			9999														3	1							
101751	2	0	10					任务道具	37			9999														1	1							
101752	2	0	10					任务道具	37			9999														2	1							
101753	2	0	10					任务道具	37			9999														3	1							
101754	2	0	10					任务道具	2			200000																						
101755	2	0	10					任务道具	2			1																						
101756	2	0	10					任务道具	2			1																						
101757	2	0	10					任务道具	2			1																						
101758	2	0	10					任务道具	2			1															1							
101759	2	1	10					任务道具	2			1																						
